일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2009/09/14","213.42","-2.39","-1.11","215.87","215.99","212.55","163394.0","5780669.0","7.45340653E8"
"2009/09/11","215.81","0.89","0.41","214.77","216.29","214.16","173878.0","6438314.0","7.52978557E8"
"2009/09/10","214.92","4.83","2.30","211.09","214.96","210.74","199974.0","7787087.0","7.4974388E8"
"2009/09/09","210.09","-1.31","-0.62","211.70","211.86","209.31","169031.0","6349540.0","7.32734509E8"
"2009/09/08","211.40","1.67","0.80","210.76","211.74","210.08","176110.0","6142633.0","7.37622638E8"
"2009/09/07","209.73","-0.08","-0.04","211.08","211.31","208.55","135049.0","4779052.0","7.31905125E8"
"2009/09/04","209.81","-0.79","-0.38","211.91","211.91","208.32","174499.0","5878198.0","7.32613332E8"
"2009/09/03","210.60","0.09","0.04","210.60","211.53","209.43","165625.0","5779275.0","7.33388618E8"
"2009/09/02","210.51","-1.38","-0.65","208.55","211.85","207.63","180979.0","6633860.0","7.32949648E8"
"2009/09/01","211.89","4.45","2.15","207.54","212.20","206.25","142005.0","5807810.0","7.37375657E8"
"2009/08/31","207.44","-2.30","-1.10","209.43","209.99","205.80","152372.0","5327798.0","7.22340488E8"
"2009/08/28","209.74","1.12","0.54","210.45","211.07","208.58","160228.0","6417247.0","7.30266721E8"
"2009/08/27","208.62","-2.00","-0.95","209.74","210.52","207.36","145001.0","5161467.0","7.26335022E8"
"2009/08/26","210.62","1.50","0.72","209.79","210.80","209.06","141477.0","5261900.0","7.33269799E8"
"2009/08/25","209.12","-1.48","-0.70","209.27","210.41","208.38","158650.0","6175041.0","7.27508315E8"
"2009/08/24","210.60","4.34","2.10","209.43","210.93","209.18","193586.0","7320645.0","7.32559423E8"
"2009/08/21","206.26","1.04","0.51","206.05","207.35","203.93","180619.0","6732139.0","7.17972426E8"
"2009/08/20","205.22","4.14","2.06","203.02","205.41","201.04","151733.0","5137061.0","7.15249359E8"
"2009/08/19","201.08","-0.25","-0.12","201.78","203.61","201.08","151333.0","5508377.0","7.01115793E8"
"2009/08/18","201.33","0.81","0.40","198.88","202.60","198.66","152777.0","5152793.0","7.02807348E8"
"2009/08/17","200.52","-5.94","-2.88","205.97","205.97","199.77","158801.0","5266649.0","6.99736814E8"
"2009/08/14","206.46","4.00","1.98","204.92","206.80","204.60","160634.0","5510444.0","7.19858254E8"
"2009/08/13","202.46","-0.21","-0.10","204.52","205.10","202.46","181600.0","6056190.0","7.06611513E8"
"2009/08/12","202.67","-2.29","-1.12","203.87","203.94","201.01","175324.0","5493278.0","7.07419532E8"
"2009/08/11","204.96","0.19","0.09","204.21","205.25","203.91","154733.0","5187426.0","7.14910152E8"
"2009/08/10","204.77","-0.18","-0.09","206.16","206.56","204.27","130613.0","4582225.0","7.13728606E8"
"2009/08/07","204.95","1.21","0.59","203.41","205.07","202.86","133532.0","4579327.0","7.13920823E8"
"2009/08/06","203.74","0.55","0.27","202.59","204.87","201.33","146414.0","4871211.0","7.08952582E8"
"2009/08/05","203.19","-0.91","-0.45","204.72","205.43","202.96","149860.0","4841416.0","7.06825995E8"
"2009/08/04","204.10","0.29","0.14","205.28","206.67","203.08","200515.0","6635958.0","7.10386407E8"
"2009/08/03","203.81","0.85","0.42","203.59","204.69","202.67","164083.0","5653980.0","7.0969196E8"
"2009/07/31","202.96","3.08","1.54","200.90","203.35","200.07","195410.0","6274826.0","7.06544816E8"
"2009/07/30","199.88","1.64","0.83","198.40","200.02","196.56","179237.0","4605211.0","6.95912382E8"
"2009/07/29","198.24","-0.28","-0.14","198.19","198.98","197.19","196424.0","5166488.0","6.90464744E8"
"2009/07/28","198.52","0.45","0.23","197.69","198.77","197.40","150444.0","4490957.0","6.91305445E8"
"2009/07/27","198.07","2.94","1.51","196.23","198.92","195.48","185553.0","5695800.0","6.9000267E8"
"2009/07/24","195.13","0.73","0.38","195.90","196.31","194.32","162063.0","5114698.0","6.79948035E8"
"2009/07/23","194.40","0.11","0.06","194.45","195.65","192.93","195930.0","5379597.0","6.77475103E8"
"2009/07/22","194.29","0.67","0.35","193.96","194.60","193.10","161356.0","4934980.0","6.76459334E8"
"2009/07/21","193.62","1.37","0.71","193.65","194.73","192.48","179453.0","5531741.0","6.7407649E8"
"2009/07/20","192.25","5.09","2.72","188.11","192.77","187.97","175538.0","5153326.0","6.6921193E8"
"2009/07/17","187.16","0.94","0.50","187.63","187.96","186.21","113969.0","3592074.0","6.51442961E8"
"2009/07/16","186.22","1.96","1.06","186.57","187.15","185.39","156513.0","4550704.0","6.47804871E8"
"2009/07/15","184.26","4.83","2.69","181.94","184.58","181.82","135792.0","4269922.0","6.40233943E8"
"2009/07/14","179.43","1.28","0.72","181.13","181.35","178.34","136525.0","4036410.0","6.23809971E8"
"2009/07/13","178.15","-6.41","-3.47","184.23","184.23","178.15","156581.0","4072506.0","6.19918574E8"
"2009/07/10","184.56","-0.16","-0.09","185.27","185.43","182.84","121806.0","3654547.0","6.4262035E8"
"2009/07/09","184.72","-0.01","-0.01","184.26","186.51","183.94","147954.0","4720080.0","6.43629513E8"
"2009/07/08","184.73","-0.38","-0.21","183.86","184.73","182.28","152507.0","4179328.0","6.43918886E8"
"2009/07/07","185.11","0.61","0.33","185.18","186.02","184.20","163708.0","4110109.0","6.45156637E8"
"2009/07/06","184.50","1.58","0.86","182.78","185.04","182.36","140128.0","3748011.0","6.42849362E8"
"2009/07/03","182.92","1.07","0.59","179.11","182.92","179.02","139037.0","3355239.0","6.37968002E8"
"2009/07/02","181.85","-0.10","-0.05","182.92","182.96","180.80","163024.0","3813533.0","6.3419248E8"
"2009/07/01","181.95","2.96","1.65","178.53","182.50","177.75","162551.0","4167307.0","6.34480439E8"
"2009/06/30","178.99","0.18","0.10","180.65","181.65","178.69","184365.0","3872781.0","6.24522098E8"
"2009/06/29","178.81","-0.47","-0.26","179.92","181.42","178.40","151341.0","3212268.0","6.23581584E8"
"2009/06/26","179.28","0.42","0.23","180.04","180.41","178.45","145231.0","3984605.0","6.25761926E8"
"2009/06/25","178.86","3.78","2.16","175.50","180.46","175.50","188813.0","4302987.0","6.24837502E8"
"2009/06/24","175.08","0.76","0.44","174.96","176.00","173.22","166005.0","3645179.0","6.11718937E8"
"2009/06/23","174.32","-4.70","-2.63","175.17","175.81","173.52","216749.0","4077385.0","6.09420973E8"
"2009/06/22","179.02","2.39","1.35","176.46","179.11","176.12","124457.0","3429218.0","6.27313063E8"
"2009/06/19","176.63","1.09","0.62","176.96","177.38","174.94","149326.0","3394472.0","6.1943963E8"
"2009/06/18","175.54","-2.26","-1.27","177.56","178.34","174.90","134104.0","3538589.0","6.15957748E8"
"2009/06/17","177.80","-1.08","-0.60","177.90","178.65","176.85","143869.0","3625019.0","6.23502299E8"
"2009/06/16","178.88","-1.78","-0.99","178.27","180.32","177.58","151070.0","3585369.0","6.27260437E8"
"2009/06/15","180.66","-2.03","-1.11","182.59","182.64","178.97","136812.0","3865872.0","6.33815178E8"
"2009/06/12","182.69","1.26","0.69","182.74","183.72","181.23","144430.0","4163888.0","6.41359788E8"
"2009/06/11","181.43","0.52","0.29","180.49","183.84","179.90","193481.0","5809853.0","6.27031509E8"
"2009/06/10","180.91","6.00","3.43","176.01","180.96","175.52","184735.0","4729206.0","6.24941442E8"
"2009/06/09","174.91","-2.76","-1.55","179.49","180.00","174.87","173017.0","4665716.0","6.04551299E8"
"2009/06/08","177.67","-0.10","-0.06","177.65","180.00","176.87","176062.0","4226010.0","6.14281494E8"
"2009/06/05","177.77","2.02","1.15","177.43","177.77","175.12","175532.0","4706980.0","6.14723104E8"
"2009/06/04","175.75","-4.56","-2.53","179.55","179.75","175.35","230558.0","5425332.0","6.07236207E8"
"2009/06/03","180.31","-0.16","-0.09","181.78","182.25","178.93","276109.0","5647738.0","6.23493742E8"
"2009/06/02","180.47","-0.43","-0.24","183.64","183.71","180.30","224413.0","6205222.0","6.23506344E8"
"2009/06/01","180.90","2.20","1.23","178.42","180.90","176.92","189986.0","5002028.0","6.24475114E8"
"2009/05/29","178.70","0.51","0.29","178.16","178.97","176.42","217854.0","5672419.0","6.16863752E8"
"2009/05/28","178.19","4.44","2.56","173.28","178.19","172.42","225462.0","5443190.0","6.14701554E8"
"2009/05/27","173.75","-1.02","-0.58","177.63","178.26","173.47","252544.0","6271878.0","5.99553287E8"
"2009/05/26","174.77","-3.80","-2.13","179.12","179.30","173.50","218090.0","6023378.0","6.03268403E8"
"2009/05/25","178.57","-0.44","-0.25","177.58","180.31","167.47","257337.0","6560290.0","6.16469039E8"
"2009/05/22","179.01","-2.81","-1.55","179.69","182.70","178.86","242148.0","5854780.0","6.17689685E8"
"2009/05/21","181.82","-1.98","-1.08","183.08","183.26","180.59","256047.0","5594481.0","6.26719952E8"
"2009/05/20","183.80","1.04","0.57","182.75","184.01","182.40","219078.0","4959999.0","6.33771783E8"
"2009/05/19","182.76","5.50","3.10","181.30","182.81","180.62","289074.0","5825373.0","6.30247812E8"
"2009/05/18","177.26","-0.54","-0.30","176.94","177.41","174.56","206864.0","4529271.0","6.11514131E8"
"2009/05/15","177.80","1.51","0.86","178.09","178.96","177.09","259264.0","5156710.0","6.13408046E8"
"2009/05/14","176.29","-4.85","-2.68","178.67","179.09","176.28","274844.0","5983154.0","6.08611099E8"
"2009/05/13","181.14","1.41","0.78","180.46","181.27","179.37","237700.0","5436570.0","6.24891642E8"
"2009/05/12","179.73","-1.62","-0.89","180.24","180.84","178.73","235752.0","5264157.0","6.20099241E8"
"2009/05/11","181.35","0.31","0.17","181.42","182.09","179.88","250059.0","5709744.0","6.25535222E8"
"2009/05/08","181.04","1.30","0.72","179.58","181.07","178.34","260600.0","6703087.0","6.24126696E8"
"2009/05/07","179.74","0.92","0.51","181.52","181.82","178.27","332667.0","7954361.0","6.19411087E8"
"2009/05/06","178.82","-0.87","-0.48","179.76","181.03","177.88","331951.0","8419618.0","6.16278947E8"
"2009/05/04","179.69","3.69","2.10","178.23","179.69","177.46","348483.0","7627767.0","6.19182348E8"
"2009/04/30","176.00","3.92","2.28","174.04","177.30","173.54","274250.0","6828758.0","6.06534475E8"
"2009/04/29","172.08","4.84","2.89","168.53","172.08","167.28","165192.0","4168587.0","5.92620897E8"
"2009/04/28","167.24","-4.89","-2.84","172.69","174.00","167.14","223143.0","5676870.0","5.75619903E8"
"2009/04/27","172.13","-2.00","-1.15","174.31","175.59","171.20","197835.0","5364383.0","5.92689124E8"
"2009/04/24","174.13","-2.01","-1.14","176.31","176.99","172.75","237327.0","6396782.0","5.99633031E8"
"2009/04/23","176.14","1.74","1.00","175.88","176.64","173.90","277302.0","6931907.0","6.06267929E8"
"2009/04/22","174.40","2.44","1.42","173.28","175.11","171.86","291370.0","7024369.0","6.00436207E8"
"2009/04/21","171.96","-0.34","-0.20","168.58","172.35","167.66","204246.0","4983123.0","5.91938217E8"
"2009/04/20","172.30","0.97","0.57","172.55","173.04","169.04","183252.0","4525723.0","5.91968051E8"
"2009/04/17","171.33","-0.40","-0.23","174.03","174.99","169.71","251592.0","6477179.0","5.87148848E8"
"2009/04/16","171.73","0.52","0.30","174.26","176.12","171.42","270746.0","7030860.0","5.89604347E8"
"2009/04/15","171.21","-0.82","-0.48","169.24","171.87","167.68","263612.0","6212101.0","5.88165126E8"
"2009/04/14","172.03","0.34","0.20","173.56","174.04","169.55","295751.0","6148558.0","5.91657004E8"
"2009/04/13","171.69","-0.32","-0.19","172.49","174.01","170.87","277841.0","6360295.0","5.89887928E8"
"2009/04/10","172.01","2.53","1.49","172.61","174.78","169.89","333141.0","7271081.0","5.90447222E8"
"2009/04/09","169.48","6.80","4.18","164.13","169.73","163.84","330922.0","7110334.0","5.81597613E8"
"2009/04/08","162.68","-5.66","-3.36","166.30","166.71","162.46","227342.0","5047800.0","5.57966839E8"
"2009/04/07","168.34","-0.28","-0.17","168.30","169.14","166.41","241352.0","5084371.0","5.76744787E8"
"2009/04/06","168.62","1.51","0.90","168.21","171.42","168.17","290257.0","6370317.0","5.77007812E8"
"2009/04/03","167.11","0.93","0.56","167.65","168.36","165.86","240612.0","6206164.0","5.7141773E8"
"2009/04/02","166.18","5.72","3.56","163.30","166.45","162.55","277896.0","6433287.0","5.68345919E8"
"2009/04/01","160.46","3.45","2.20","158.02","161.22","156.24","211040.0","5079673.0","5.48469725E8"
"2009/03/31","157.01","0.78","0.50","157.31","160.33","156.86","174297.0","4168068.0","5.36231403E8"
"2009/03/30","156.23","-5.43","-3.36","161.89","162.64","156.20","188234.0","3974456.0","5.33258833E8"
"2009/03/27","161.66","-0.56","-0.35","162.71","163.98","161.09","258370.0","5743720.0","5.49389518E8"
"2009/03/26","162.22","1.94","1.21","159.69","162.28","158.45","222191.0","4885126.0","5.51559229E8"
"2009/03/25","160.28","0.72","0.45","158.69","160.28","157.93","169763.0","4186502.0","5.4520422E8"
"2009/03/24","159.56","3.14","2.01","159.94","160.03","157.21","193182.0","4985528.0","5.42278508E8"
"2009/03/23","156.42","3.84","2.52","153.69","156.80","153.61","163472.0","3846630.0","5.31701073E8"
"2009/03/20","152.58","1.07","0.71","151.90","154.05","151.59","140220.0","3445663.0","5.18676374E8"
"2009/03/19","151.51","-1.38","-0.90","154.21","155.12","151.01","179492.0","4068308.0","5.14732503E8"
"2009/03/18","152.89","0.72","0.47","153.84","153.84","151.09","184088.0","4169305.0","5.19023393E8"
"2009/03/17","152.17","5.17","3.52","149.08","152.60","148.05","217858.0","4740705.0","5.16712167E8"
"2009/03/16","147.00","-0.29","-0.20","147.11","149.46","146.12","167082.0","3836494.0","4.99535672E8"
"2009/03/13","147.29","-0.73","-0.49","149.06","150.54","147.21","211563.0","4751871.0","5.00470561E8"
"2009/03/12","148.02","0.42","0.28","147.38","148.19","144.94","245614.0","6351849.0","4.95079672E8"
"2009/03/11","147.60","4.87","3.41","146.93","147.70","146.30","221180.0","4702981.0","4.9406697E8"
"2009/03/10","142.73","2.73","1.95","138.40","143.40","138.37","211190.0","3987439.0","4.7792743E8"
"2009/03/09","140.00","2.17","1.57","139.61","140.80","137.22","125331.0","2755536.0","4.68774496E8"
"2009/03/06","137.83","-0.42","-0.30","135.35","138.45","135.32","122702.0","2733153.0","4.61549035E8"
"2009/03/05","138.25","0.04","0.03","139.35","140.29","137.15","153807.0","3700798.0","4.62724224E8"
"2009/03/04","138.21","4.43","3.31","132.77","138.71","131.22","153586.0","3481890.0","4.62868865E8"
"2009/03/03","133.78","1.31","0.99","129.46","134.44","129.36","152334.0","3024705.0","4.47678172E8"
"2009/03/02","132.47","-5.60","-4.06","135.42","135.42","131.28","120909.0","2788697.0","4.43899744E8"
"2009/02/27","138.07","1.09","0.80","137.20","140.22","135.95","135670.0","2903946.0","4.63217855E8"
"2009/02/26","136.98","-1.67","-1.20","140.01","143.18","134.44","176253.0","3413441.0","4.59862622E8"
"2009/02/25","138.65","0.83","0.60","142.02","142.14","137.69","151563.0","3238199.0","4.65604782E8"
"2009/02/24","137.82","-4.96","-3.47","137.66","138.97","136.79","125635.0","2948032.0","4.63320403E8"
"2009/02/23","142.78","4.47","3.23","137.33","142.79","136.25","156287.0","3104304.0","4.79492548E8"
"2009/02/20","138.31","-5.29","-3.68","142.01","143.09","137.07","166940.0","3311105.0","4.64391446E8"
"2009/02/19","143.60","-0.61","-0.42","143.57","145.53","141.54","182479.0","3656904.0","4.82875548E8"
"2009/02/18","144.21","-2.39","-1.63","144.49","145.53","142.47","166710.0","3740827.0","4.85573036E8"
"2009/02/17","146.60","-6.06","-3.97","151.46","151.46","145.78","182053.0","3776558.0","4.92878532E8"
"2009/02/16","152.66","-2.53","-1.63","153.85","156.14","152.57","159766.0","3314622.0","5.14450534E8"
"2009/02/13","155.19","1.53","1.00","153.44","155.24","151.35","158463.0","3375962.0","5.22759812E8"
"2009/02/12","153.66","-1.60","-1.03","154.12","154.56","151.04","174896.0","3996820.0","5.17626415E8"
"2009/02/11","155.26","-1.58","-1.01","152.61","155.78","151.79","150378.0","3481667.0","5.22609443E8"
"2009/02/10","156.84","-0.86","-0.55","159.29","160.02","155.25","150216.0","3414076.0","5.27333072E8"
"2009/02/09","157.70","-1.20","-0.76","160.77","161.32","157.29","174368.0","4090910.0","5.29781123E8"
"2009/02/06","158.90","4.90","3.18","156.99","158.92","156.28","217034.0","4874339.0","5.33357709E8"
"2009/02/05","154.00","-1.99","-1.28","154.76","157.99","154.00","197197.0","4421183.0","5.17006394E8"
"2009/02/04","155.99","4.57","3.02","154.20","156.00","153.18","202799.0","4902479.0","5.24249688E8"
"2009/02/03","151.42","2.42","1.62","149.71","153.17","147.75","149348.0","3718814.0","5.09483888E8"
"2009/02/02","149.00","-2.33","-1.54","148.86","152.39","147.55","168039.0","3821716.0","5.01903292E8"
"2009/01/30","151.33","-0.96","-0.63","149.55","151.74","149.12","170482.0","3347018.0","5.09335773E8"
"2009/01/29","152.29","1.25","0.83","152.03","154.04","151.47","180403.0","4137169.0","5.11556259E8"
"2009/01/28","151.04","9.29","6.55","146.05","151.41","145.84","173217.0","4008345.0","5.07770559E8"
"2009/01/23","141.75","-3.36","-2.32","143.48","143.48","141.04","124565.0","3056730.0","4.77489494E8"
"2009/01/22","145.11","1.82","1.27","146.29","146.60","143.57","159855.0","3631252.0","4.88163597E8"
"2009/01/21","143.29","-3.26","-2.22","141.28","145.30","141.05","150531.0","3421867.0","4.82303861E8"
"2009/01/20","146.55","-3.47","-2.31","147.78","147.86","144.95","153702.0","3274331.0","4.92990963E8"
"2009/01/19","150.02","1.99","1.34","149.42","151.23","148.74","169370.0","3813396.0","5.04337755E8"
"2009/01/16","148.03","2.98","2.05","146.08","148.11","144.44","136639.0","3457288.0","4.97113368E8"
"2009/01/15","145.05","-9.45","-6.12","148.44","149.39","144.64","158522.0","3837196.0","4.86792381E8"
"2009/01/14","154.50","2.05","1.34","151.45","154.80","150.15","146450.0","3244387.0","5.18774215E8"
"2009/01/13","152.45","1.44","0.95","149.70","152.67","147.77","138864.0","3341202.0","5.12167766E8"
"2009/01/12","151.01","-3.16","-2.05","152.76","153.68","150.04","131000.0","3170385.0","5.07525407E8"
"2009/01/09","154.17","-3.59","-2.28","158.80","159.63","153.93","182044.0","4305436.0","5.18002603E8"
"2009/01/08","157.76","-3.60","-2.23","159.21","159.76","156.39","225019.0","4860662.0","5.29534927E8"
"2009/01/07","161.36","4.57","2.91","157.11","161.53","156.70","273144.0","6425668.0","5.40876666E8"
"2009/01/06","156.79","2.96","1.92","155.16","158.17","154.89","200114.0","4713447.0","5.25531637E8"
"2009/01/05","153.83","2.68","1.77","154.57","155.13","152.63","199256.0","4555346.0","5.15726303E8"
"2009/01/02","151.15","4.80","3.28","147.51","151.15","145.59","138370.0","3418093.0","5.07535776E8"
"2008/12/30","146.35","0.63","0.43","146.71","149.50","146.25","103136.0","2611514.0","4.91940063E8"
"2008/12/29","145.72","-0.09","-0.06","144.55","145.93","141.10","100029.0","2095240.0","4.89271966E8"
"2008/12/26","145.81","-1.21","-0.82","146.98","147.81","144.27","121061.0","2431932.0","4.8973001E8"
"2008/12/24","147.02","-1.91","-1.28","148.46","149.11","145.01","133173.0","2767141.0","4.93723635E8"
"2008/12/23","148.93","-5.05","-3.28","152.35","153.29","148.67","157842.0","3267943.0","5.00693922E8"
"2008/12/22","153.98","-0.12","-0.08","155.33","156.94","152.19","182933.0","4439123.0","5.16938035E8"
"2008/12/19","154.10","0.86","0.56","153.21","156.12","152.91","180275.0","4163485.0","5.17805177E8"
"2008/12/18","153.24","0.62","0.41","154.54","155.56","151.89","208296.0","4853575.0","5.15540512E8"
"2008/12/17","152.62","1.27","0.84","154.84","155.95","149.42","240433.0","5183537.0","5.13087555E8"
"2008/12/16","151.35","-0.08","-0.05","150.06","151.94","148.07","239828.0","5475191.0","5.09408442E8"
"2008/12/15","151.43","7.05","4.88","149.09","152.45","149.09","207056.0","4894437.0","5.09114058E8"
"2008/12/12","144.38","-7.55","-4.97","148.01","151.20","142.75","274231.0","5820034.0","4.85006965E8"
"2008/12/11","151.93","1.20","0.80","150.55","153.63","149.03","301181.0","7275181.0","5.09321306E8"
"2008/12/10","150.73","5.53","3.81","146.11","152.14","145.31","292425.0","6619548.0","5.05473531E8"
"2008/12/09","145.20","0.31","0.21","146.39","146.97","143.02","224755.0","5272552.0","4.86825752E8"
"2008/12/08","144.89","10.56","7.86","136.01","146.00","135.30","254791.0","5707348.0","4.86544028E8"
"2008/12/05","134.33","2.90","2.21","132.95","135.20","131.82","170431.0","3140983.0","4.50540288E8"
"2008/12/04","131.43","-2.19","-1.64","136.30","136.30","130.09","194575.0","3828337.0","4.40726129E8"
"2008/12/03","133.62","-0.08","-0.06","135.53","135.54","132.22","208331.0","4578394.0","4.48198576E8"
"2008/12/02","133.70","-4.63","-3.35","131.41","135.89","131.35","182931.0","3480555.0","4.48277291E8"
"2008/12/01","138.33","-2.33","-1.66","140.26","141.64","138.15","188277.0","3764993.0","4.64024419E8"
"2008/11/28","140.66","1.49","1.07","139.60","141.90","138.84","235623.0","4405641.0","4.7148267E8"
"2008/11/27","139.17","4.67","3.47","138.55","140.43","136.86","279586.0","5262128.0","4.6604892E8"
"2008/11/26","134.50","6.49","5.07","129.44","134.70","129.43","223135.0","4514094.0","4.5001091E8"
"2008/11/25","128.01","1.99","1.58","132.35","134.25","125.63","229616.0","4806916.0","4.28577429E8"
"2008/11/24","126.02","-4.74","-3.62","129.60","132.10","125.93","208374.0","4265371.0","4.22351998E8"
"2008/11/21","130.76","7.22","5.84","121.31","132.24","118.91","233134.0","4455341.0","4.38666824E8"
"2008/11/20","123.54","-8.79","-6.64","125.91","128.31","123.35","174716.0","3467028.0","4.13815948E8"
"2008/11/19","132.33","-2.55","-1.89","135.01","135.08","129.35","168127.0","3729417.0","4.43771108E8"
"2008/11/18","134.88","-5.69","-4.05","137.10","140.06","134.80","166111.0","3637937.0","4.52466996E8"
"2008/11/17","140.57","-1.69","-1.19","140.35","144.50","136.71","206270.0","4330076.0","4.71483359E8"
"2008/11/14","142.26","-0.44","-0.31","147.76","148.01","140.81","182457.0","4467136.0","4.76747315E8"
"2008/11/13","142.70","-4.57","-3.10","140.38","142.70","135.92","200964.0","4625770.0","4.77767963E8"
"2008/11/12","147.27","-0.40","-0.27","144.42","149.81","143.31","195720.0","4225126.0","4.92892179E8"
"2008/11/11","147.67","-3.17","-2.10","148.19","152.11","145.52","213064.0","5057651.0","4.94506952E8"
"2008/11/10","150.84","2.40","1.62","150.78","152.69","147.00","275057.0","6426170.0","5.05033525E8"
"2008/11/07","148.44","5.07","3.54","138.29","148.54","135.95","298134.0","5902230.0","4.96890404E8"
"2008/11/06","143.37","-11.56","-7.46","148.83","149.90","141.84","223826.0","4449324.0","4.79011252E8"
"2008/11/05","154.93","3.30","2.18","155.69","159.56","152.03","293112.0","6752290.0","5.18073268E8"
"2008/11/04","151.63","2.82","1.90","149.58","151.91","146.76","253987.0","5957389.0","5.06714028E8"
"2008/11/03","148.81","1.31","0.89","147.60","153.53","146.49","258310.0","6367030.0","4.96472911E8"
"2008/10/31","147.50","3.08","2.13","144.00","154.66","140.92","331991.0","8185927.0","4.91129423E8"
"2008/10/30","144.42","15.74","12.23","138.11","145.96","131.72","327810.0","6672416.0","4.79133694E8"
"2008/10/29","128.68","-3.74","-2.82","138.97","143.05","122.01","314271.0","7429794.0","4.27142813E8"
"2008/10/28","132.42","6.49","5.15","122.14","134.55","120.20","270358.0","5609283.0","4.40358549E8"
"2008/10/27","125.93","2.66","2.16","123.54","127.66","117.91","243021.0","5315432.0","4.17111408E8"
"2008/10/24","123.27","-14.20","-10.33","137.80","137.87","121.14","205906.0","4915894.0","4.10357046E8"
"2008/10/23","137.47","-10.66","-7.20","142.28","142.28","134.44","177344.0","4781515.0","4.59162333E8"
"2008/10/22","148.13","-7.67","-4.92","155.12","155.94","142.69","160282.0","4691407.0","4.96321157E8"
"2008/10/21","155.80","-1.71","-1.09","159.61","160.75","153.84","150169.0","4110461.0","5.23386848E8"
"2008/10/20","157.51","4.45","2.91","155.23","158.09","149.51","173504.0","5050682.0","5.28906424E8"
"2008/10/17","153.06","-4.57","-2.90","161.64","161.67","151.53","200963.0","5917730.0","5.153783E8"
"2008/10/16","157.63","-16.65","-9.55","163.16","164.37","156.41","196489.0","5564234.0","5.30433757E8"
"2008/10/15","174.28","-3.87","-2.17","173.92","176.07","172.48","145577.0","4382704.0","5.86424144E8"
"2008/10/14","178.15","10.24","6.10","174.88","178.15","174.47","193277.0","6157509.0","5.98635288E8"
"2008/10/13","167.91","5.86","3.62","166.22","168.94","163.16","163798.0","4988520.0","5.63239262E8"
"2008/10/10","162.05","-6.81","-4.03","162.57","162.60","153.42","178836.0","5151195.0","5.25843607E8"
"2008/10/09","168.86","1.70","1.02","167.64","172.55","165.97","170243.0","4914023.0","5.67103739E8"
"2008/10/08","167.16","-9.30","-5.27","171.02","172.55","166.33","143371.0","4372140.0","5.62543255E8"
"2008/10/07","176.46","1.43","0.82","172.87","177.30","170.60","118366.0","4124868.0","5.96029474E8"
"2008/10/06","175.03","-7.67","-4.20","178.58","178.68","173.87","131015.0","4357843.0","5.91772479E8"
"2008/10/02","182.70","-2.82","-1.52","186.79","187.94","181.46","119468.0","3680311.0","6.18156344E8"
"2008/10/01","185.52","-1.10","-0.59","187.39","187.39","184.02","111161.0","3527327.0","6.27376132E8"
"2008/09/30","186.62","-1.48","-0.79","178.84","186.62","177.95","140833.0","4870639.0","6.31606554E8"
"2008/09/29","188.10","-2.50","-1.31","192.47","193.25","187.12","130445.0","4586122.0","6.36270258E8"
"2008/09/26","190.60","-3.27","-1.69","192.49","193.33","189.63","106042.0","3667047.0","6.4544184E8"
"2008/09/25","193.87","0.69","0.36","192.07","194.19","189.42","120826.0","4021493.0","6.56963851E8"
"2008/09/24","193.18","1.60","0.84","191.30","194.16","190.34","145854.0","4889926.0","6.54287349E8"
"2008/09/23","191.58","2.42","1.28","187.43","192.18","187.03","119748.0","4265201.0","6.47547132E8"
"2008/09/22","189.16","0.85","0.45","190.40","193.04","188.68","144553.0","5470645.0","6.38385755E8"
"2008/09/19","188.31","9.06","5.05","185.74","189.40","185.04","204866.0","7143074.0","6.35984196E8"
"2008/09/18","179.25","-4.29","-2.34","178.15","180.10","175.63","151919.0","5086481.0","6.0661526E8"
"2008/09/17","183.54","4.54","2.54","183.29","185.71","182.06","147572.0","5200250.0","6.2088008E8"
"2008/09/16","179.00","-10.90","-5.74","177.58","180.72","176.86","177433.0","5828305.0","6.04906007E8"
"2008/09/12","189.90","4.63","2.50","188.55","190.40","188.00","117842.0","4189085.0","6.4317645E8"
"2008/09/11","185.27","-3.23","-1.71","187.64","188.89","184.92","151541.0","5616335.0","6.27552632E8"
"2008/09/10","188.50","1.51","0.81","184.01","188.74","183.63","139178.0","4789919.0","6.3844179E8"
"2008/09/09","186.99","-2.98","-1.57","188.74","188.74","185.93","143814.0","4043131.0","6.33571658E8"
"2008/09/08","189.97","9.48","5.25","184.94","190.72","184.90","161977.0","5584755.0","6.43575156E8"
"2008/09/05","180.49","-3.08","-1.68","179.27","182.15","179.08","142564.0","3771113.0","6.11759565E8"
"2008/09/04","183.57","-0.79","-0.43","183.55","185.07","181.69","168494.0","4228856.0","6.22592404E8"
"2008/09/03","184.36","1.95","1.07","181.89","185.33","180.92","137690.0","4449044.0","6.23864871E8"
"2008/09/02","182.41","0.28","0.15","182.61","184.38","180.37","157681.0","4851532.0","6.15946545E8"
"2008/09/01","182.13","-6.83","-3.61","186.29","186.85","181.89","125781.0","4517377.0","6.16085344E8"
"2008/08/29","188.96","0.21","0.11","190.69","191.84","188.63","88417.0","3706943.0","6.40610095E8"
